time,open,high,low,close,volume
2020-10-01 06:30,295.26,295.59,295.03,295.2,66474
2020-10-01 06:31,295.26,295.36,294.73,295,44265
2020-10-01 06:32,295,295.25,292.69,292.86,1063113.0
2020-10-01 06:33,292.83,293.18,292.0201,293.07,263690
2020-10-01 06:34,293.06,293.2899,292.48,292.95,184438
2020-10-01 06:35,293,293.065,291.62,292.43,213173
2020-10-01 06:36,292.42,292.78,292.05,292.53,120669
2020-10-01 06:37,292.47,292.69,291.32,291.345,209369
2020-10-01 06:38,291.345,291.38,290.55,291,196776
2020-10-01 06:39,291.03,291.48,290.62,291.15,137587
2020-10-01 06:40,291.21,291.55,291,291.13,111168
2020-10-01 06:41,291.165,291.97,291.0301,291.63,134009
2020-10-01 06:42,291.64,291.95,291.49,291.56,76119
2020-10-01 06:43,291.56,291.67,290.9107,291.59,93333
2020-10-01 06:44,291.65,292.1,291.16,291.16,73531
2020-10-01 06:45,291.1999,291.43,291.15,291.375,50939
2020-10-01 06:46,291.3,291.42,290.97,291.15,79360
2020-10-01 06:47,291.155,292.035,291.13,291.54,100939
2020-10-01 06:48,291.46,292.43,291.42,292.12,73562
2020-10-01 06:49,292.15,292.8564,292.08,292.62,77122
2020-10-01 06:50,292.63,292.7,291.55,291.615,76428
2020-10-01 06:51,291.6757,291.72,291.28,291.61,57150
2020-10-01 06:52,291.54,291.7399,291.46,291.56,74668
2020-10-01 06:53,291.55,291.56,290.1,290.15,170261
2020-10-01 06:54,290.15,290.5299,290.05,290.05,145384
2020-10-01 06:55,290.06,290.55,290.02,290.28,113158
2020-10-01 06:56,290.33,290.55,290.25,290.33,87267
2020-10-01 06:57,290.35,290.77,290.125,290.125,122831
2020-10-01 06:58,290.1,290.1599,289.6,289.797,131797
2020-10-01 06:59,289.68,290.15,289.52,289.84,70398
2020-10-01 07:00,289.79,290.37,289.68,289.99,108519
2020-10-01 07:01,290.01,290.12,289.14,289.17,104994
2020-10-01 07:02,289.178,289.77,289.08,289.1808,141188
2020-10-01 07:03,289.21,289.26,288.6,289.035,137819
2020-10-01 07:04,289.04,289.2,288.64,289.11,54430
2020-10-01 07:05,289.09,289.8699,288.965,289.77,87883
2020-10-01 07:06,289.69,290.17,289.56,289.9059,67879
2020-10-01 07:07,289.89,290.25,289.6901,289.84,68917
2020-10-01 07:08,289.76,289.8,289.24,289.35,85706
2020-10-01 07:09,289.325,289.71,289.07,289.595,60706
2020-10-01 07:10,289.63,290.0949,289.58,290,68286
2020-10-01 07:11,289.99,290.07,289.79,290.04,49190
2020-10-01 07:12,290.02,290.4,290.02,290.33,58171
2020-10-01 07:13,290.37,290.6,290.0001,290.0999,73777
2020-10-01 07:14,290.08,290.44,290.0601,290.39,28070
2020-10-01 07:15,290.38,290.69,290.32,290.43,51510
2020-10-01 07:16,290.41,290.42,289.88,289.935,52655
2020-10-01 07:17,289.96,290.4799,289.83,290.355,33225
2020-10-01 07:18,290.31,290.55,290,290.18,37514
2020-10-01 07:19,290.14,290.28,289.96,290.066,37793
2020-10-01 07:20,290.09,291.1,290.09,290.88,98214
2020-10-01 07:21,290.9,291.18,290.8301,291.1,84308
2020-10-01 07:22,291.04,291.47,290.72,291.3136,93855
2020-10-01 07:23,291.2764,291.52,290.83,291.02,77976
2020-10-01 07:24,290.95,291,290.81,290.885,33356
2020-10-01 07:25,290.84,290.84,290.21,290.63,68798
2020-10-01 07:26,290.65,290.84,290.5301,290.68,42471
2020-10-01 07:27,290.66,291.02,290.66,290.71,33170
2020-10-01 07:28,290.74,290.9,290.66,290.81,33800
2020-10-01 07:29,290.87,291.1194,290.79,290.995,45388
2020-10-01 07:30,290.995,291.16,290.88,291.13,45177
